"","DATEPRD","WELL_BORE_CODE","ON_STREAM_HRS","AVG_DOWNHOLE_PRESSURE","AVG_DOWNHOLE_TEMPERATURE","AVG_DP_TUBING","AVG_ANNULUS_PRESS","AVG_CHOKE_SIZE_P","AVG_WHP_P","AVG_WHT_P","DP_CHOKE_SIZE","BORE_OIL_VOL","class","WI1","WI2"
"2049",2011-07-03,"NO 15/9-F-12 H",8.8,245.094073892622,105.185800573219,194.671665567116,4.04626534090909,66.4189088888889,38.71756125,75.2712828409091,6.81919318181818,263.17,7,1706,1690
"2050",2011-07-04,"NO 15/9-F-14 H",8.84167,244.934199469783,103.528848099669,202.412453913876,16.9565602550955,64.4840083333333,42.5217455559074,88.8253372012075,11.2013280553787,645.93,3,2165,2499
"2051",2011-07-04,"NO 15/9-F-12 H",8.84167,244.811945648411,105.35495483504,191.838738574454,14.9116692040191,92.4101311111111,37.1756260523295,90.856914418249,5.63663018679729,472.21,5,2165,2499
"2052",2011-07-07,"NO 15/9-F-14 H",8.15833,251.596850228858,103.318146294867,202.90561222624,17.8424371004041,51.5484,48.6912380026182,75.4436067948955,17.7640012843437,513.96,5,1591,1389
"2053",2011-07-07,"NO 15/9-F-12 H",4.24167,244.638770661725,105.372209247616,190.020766068706,3.5630716274722,77.83021,37.5693370752557,86.3313992527707,5.30357450846011,187.54,3,1591,1389
"2054",2011-07-08,"NO 15/9-F-14 H",16.175,242.648241329212,103.567386120556,201.392405950541,15.8122527384367,64.6109539393939,41.2558353786708,86.267248438949,11.133996568779,1263.32,5,4401,3888
"2055",2011-07-08,"NO 15/9-F-12 H",16.175,247.604069955045,104.590910463559,200.20802455946,13.5548236012365,91.7123775757576,37.5312732766615,90.0720505873261,5.65792899536322,922.03,6,4401,3888
"2056",2011-07-10,"NO 15/9-F-14 H",23,247.672005886893,103.466802041372,202.827511975563,16.4594544103589,57.5493954347826,44.8444939113302,86.5649768461662,14.3991419087212,1831.94,9,5985,4346
"2057",2011-07-10,"NO 15/9-F-12 H",23,235.193430143498,102.897183320019,208.896174999454,13.0887731219463,88.2042803571429,37.3143780060616,90.3128077576638,6.04109985710953,786.96,6,5985,4346
"2058",2011-07-11,"NO 15/9-F-12 H",18.00834,245.782292962566,104.593522611939,195.568788615894,19.9898742731645,88.1414132432432,38.142360023478,91.7581764294044,6.50756697362444,1079.82,4,4759,4592
"2059",2011-07-11,"NO 15/9-F-14 H",18.00834,242.704510728174,103.53580503118,201.262876790126,14.4788259677732,65.7341308108108,41.4416339380476,89.676471933754,10.3771162932119,1508.01,4,4759,4592
"2060",2011-07-16,"NO 15/9-F-14 H",11.175,244.118769686801,103.472772595078,199.960072214765,17.3930589170931,60.0923043478261,44.1586974720358,86.20904049217,13.3569012751678,815.04,6,2723,2935
"2061",2011-07-16,"NO 15/9-F-12 H",11.175,245.163003334766,104.970720775667,194.664220783811,6.31572796420582,75.8103586956522,39.4289145190157,87.0545671812081,7.93595489932886,546.8,1,2723,2935
"2062",2011-07-20,"NO 15/9-F-14 H",21.49166,244.753743036015,103.392935412765,198.189580082865,18.2235793692921,56.8211863636364,46.5641629531502,83.7743869033942,15.6246459406719,1791.46,3,5983,5107
"2063",2011-07-20,"NO 15/9-F-12 H",21,242.395520318739,103.524203912921,203.544151776258,10.1127473023354,78.0686302857143,39.1494790307363,89.919639822507,7.52229741945755,1207.41,2,5983,5107
"2064",2011-07-21,"NO 15/9-F-14 H",24,240.887632291667,103.47464,198.621466041667,20.413187357073,63.9860816666667,42.26616625,88.9188764583333,11.5044425,2197.54,8,6880,6262
"2065",2011-07-21,"NO 15/9-F-12 H",24,243.746965078956,104.795916898746,203.300093828154,17.5450172916667,66.652139375,41.456558125,91.18529125,9.89895875,1346.9,1,6880,6262
"2066",2011-07-22,"NO 15/9-F-14 H",7.00834,243.144959413627,103.498269287306,199.343560976494,18.3467906262958,58.510582,43.8013984371335,88.7338174832129,13.2837803347012,697.53,3,1889,1768
"2067",2011-07-22,"NO 15/9-F-12 H",6.84167,244.717425808263,104.041108718307,195.155720239363,19.1756795828065,61.27352,43.694237731928,90.8684422749709,12.2219265083963,401.81,4,1889,1768
"2068",2011-07-25,"NO 15/9-F-14 H",17.74167,245.309701983601,103.330331485638,198.41260280685,16.8806259191634,56.8758844444444,46.8970991767517,82.6165334390111,15.067712504798,1417.3,6,4478,3741
"2069",2011-07-25,"NO 15/9-F-12 H",17.4,242.715952713349,103.788318953295,197.84935596849,11.8738469079334,72.9647795652174,39.6659658057881,90.3366742049214,8.10227127995856,923.98,4,4478,3741
"2070",2011-07-26,"NO 15/9-F-12 H",20.675,245.514501415355,103.884547992381,198.691977526509,18.1742358162031,64.6425292857143,41.9516546674728,91.2877277146312,10.435726904474,1197.22,2,5629,5101
"2071",2011-07-26,"NO 15/9-F-14 H",20.84167,241.418328930354,103.480571600448,197.840355366302,20.2605183839182,60.9923197619048,43.5779735640522,88.8800533588623,12.6072107177448,1989.87,1,5629,5101
"2072",2011-07-28,"NO 15/9-F-12 H",4.325,244.640211781924,105.407748815801,190.913067655159,4.49303543352601,64.3593155555556,40.2263047398844,86.2124041040462,8.78681861271676,231.02,9,1743,1527
"2073",2011-07-28,"NO 15/9-F-14 H",6.99166,250.461906548402,103.243970058784,200.513844730736,17.4740682467747,46.7514033333333,49.9480618176656,76.8513420782761,18.9711717340517,580.82,10,1743,1527
"2074",2011-07-29,"NO 15/9-F-12 H",24,244.025130268477,104.735098756577,203.232183611517,16.5559922916667,65.8401014583333,41.4833158333333,90.7723441666667,9.949305,1363.79,9,6476.59849541667,6221.29254875
"2075",2011-07-29,"NO 15/9-F-14 H",24,240.332170416667,103.482272916667,197.608258958333,21.2927101639867,63.5486925,42.7239114583333,88.4218064583333,12.0227739583333,2240.52,7,6476.59849541667,6221.29254875
"2076",2011-07-30,"NO 15/9-F-12 H",2.00834,246.28587032059,105.368770215018,194.395332961611,19.5707052259578,45.731784,47.5051988217135,90.5614521574534,16.1991414950656,114.3,10,429,508
"2077",2011-07-30,"NO 15/9-F-14 H",2.34167,249.80761327702,103.48849098007,199.374270640355,17.4961186754822,46.96767,50.4333426366653,87.9708539987274,20.6510250994376,266.13,10,429,508
"2078",2011-08-04,"NO 15/9-F-14 H",7.825,245.492631916933,103.225032523962,196.771349840256,17.6998339998543,56.545588125,48.7212820766773,76.5725064217252,17.8505142811502,707.98,5,1245,1249
"2079",2011-08-05,"NO 15/9-F-12 H",24,243.29966858631,104.873437460226,202.528688288073,13.6468889583333,66.5386795833333,41.605754375,90.3802210416667,10.143154375,1455.67,9,6797.10550708333,5870.17546104167
"2080",2011-08-05,"NO 15/9-F-14 H",24,238.617976666667,103.42759875,195.577619791667,22.4046247006624,65.506963125,43.040356875,87.9348329166667,12.508373125,2390.38,7,6797.10550708333,5870.17546104167
"2081",2011-08-06,"NO 15/9-F-14 H",22.33333,241.969324042402,103.431035338192,197.881697805128,18.664301400346,58.7073310869565,44.0876262372741,88.0443938581304,13.5584775078817,2082.57,4,6649.12094925,6560.27491930233
"2082",2011-08-06,"NO 15/9-F-12 H",22.33333,244.800840912676,105.000903936917,200.559891166696,17.2420280965087,65.8945841304348,42.2262346144037,90.0384728799467,10.790693897023,1290.19,10,6649.12094925,6560.27491930233
"2083",2011-08-07,"NO 15/9-F-12 H",24,243.046082968926,104.840352693286,201.89235055504,20.3059852083333,74.6277097916667,40.7276127083333,90.8895529166667,8.96824354166667,1496.93,2,7141.36750791667,7098.81573458333
"2084",2011-08-07,"NO 15/9-F-14 H",24,241.515826041667,103.490289166667,197.527137083333,19.5820545002727,58.920629375,43.9886889583333,88.7115795833333,13.317973125,2241.05,9,7141.36750791667,7098.81573458333
"2085",2011-08-08,"NO 15/9-F-12 H",24,243.597792112682,104.802283290495,202.239165064235,21.5140214583333,75.964688125,40.2904775,91.0729666666667,8.570561875,1472.39,8,6785.90194625,6883.141433125
"2086",2011-08-08,"NO 15/9-F-14 H",24,242.95407875,103.497416875,198.2135275,17.6300773279209,55.8489764583333,44.74055125,88.625803125,14.1089508333333,2159.35,3,6785.90194625,6883.141433125
"2087",2011-08-09,"NO 15/9-F-14 H",24,243.607832708333,103.50712625,198.422955416667,16.7987420931092,54.4732877083333,45.1848772916667,88.5423645833333,14.586696875,2110.26,3,5750,5712
"2088",2011-08-09,"NO 15/9-F-12 H",24,243.996658375471,104.748329251362,202.664182637469,21.9407504166667,76.3228266666667,40.0170129166667,91.1651835416667,8.36658916666667,1449.78,5,5750,5712
"2089",2011-08-10,"NO 15/9-F-14 H",24,244.563918333333,103.494095625,198.765880208333,15.59750515353,52.6082285416667,45.798038125,89.10539625,15.25061625,1993.98,1,6905.41998291667,6108
"2090",2011-08-10,"NO 15/9-F-12 H",24,247.634452701298,104.810350368086,207.937543368163,22.59455875,87.5506958333333,38.73840375,91.774673125,7.055895,1490.05,2,6905.41998291667,6108
"2091",2011-08-11,"NO 15/9-F-14 H",24,245.213345416667,103.4832975,199.161788125,15.131405575139,51.8527597916667,46.0515572916667,89.2250641666667,15.5203225,1934.1,8,7128.31294270833,5963
"2092",2011-08-11,"NO 15/9-F-12 H",24,248.378136414126,104.012930158883,209.665700433279,22.88864875,94.8265066666667,38.184035625,91.8841404166667,6.51933520833333,1485.17,6,7128.31294270833,5963
"2093",2011-08-12,"NO 15/9-F-14 H",24,245.414052291667,103.481591041667,199.562255208333,14.9956739388124,51.9669685416667,45.8517970833333,89.1569029166667,15.32582375,1906.75,8,6709,5956
"2094",2011-08-12,"NO 15/9-F-12 H",24,248.759084201792,103.910707801716,210.122069589482,23.069195,94.8114904166667,38.0633772916667,91.9776725,6.423701875,1463.53,5,6709,5956
"2095",2011-08-13,"NO 15/9-F-12 H",24,246.675883849781,104.050283763051,207.823787766183,22.9457722916667,94.8554727083333,38.1690483333333,91.2541108333333,6.564620625,1439.42,10,6524,5965
"2096",2011-08-13,"NO 15/9-F-14 H",24,245.854750625,103.474240833333,200.081197291667,15.6984301200097,52.2267922916667,45.7735533333333,87.1222510416667,15.2529722916667,1876.97,2,6524,5965
"2097",2011-08-14,"NO 15/9-F-12 H",24,248.162443744927,103.910434942348,209.467556461708,23.2121116666667,94.883621875,38.044966875,91.7430104166667,6.437513125,1419.05,10,6529.61970458333,5940.45684854167
"2098",2011-08-14,"NO 15/9-F-14 H",24,246.107962291667,103.464194375,200.437621666667,14.7400810086731,52.1830285416667,45.670340625,88.92414625,15.1578252083333,1850.03,10,6529.61970458333,5940.45684854167
"2099",2011-08-15,"NO 15/9-F-14 H",24,246.353921875,103.449069166667,200.760177916667,14.4140223010115,52.034701875,45.5937439583333,89.516114375,15.0635639583333,1822.57,4,6285.31053208333,6012.30369645833
"2100",2011-08-15,"NO 15/9-F-12 H",24,249.014295910447,103.292532888445,209.732131864582,23.3239004166667,98.0869704166667,37.5460889583333,92.248396875,5.90624458333333,1406.46,2,6285.31053208333,6012.30369645833
"2101",2011-08-16,"NO 15/9-F-12 H",24,247.650585797865,103.369458195002,207.510376243204,23.2815089583333,99.82332125,37.5850175,92.0346910416667,5.99316145833333,1383.52,1,6000.20672604167,6140
"2102",2011-08-16,"NO 15/9-F-14 H",24,247.364596458333,103.426614375,201.214584166667,14.2380374055552,50.7275502083333,46.1500122916667,89.2486308333333,15.6725379166667,1779.02,7,6000.20672604167,6140
"2103",2011-08-17,"NO 15/9-F-14 H",24,247.799412291667,103.406163541667,201.415374375,14.1515915197354,50.0534952083333,46.3840379166667,89.4527477083333,15.9109154166667,1749.34,6,6212,5945
"2104",2011-08-17,"NO 15/9-F-12 H",24,248.439790890778,103.075276864914,208.6743881509,23.332976875,99.8502214583333,37.273219375,92.190705,5.870676875,1363.86,6,6212,5945
"2105",2011-08-18,"NO 15/9-F-14 H",24,247.909686666667,103.389735833333,201.6768975,14.0684469812233,50.0501925,46.2327891666667,89.6187020833333,15.7635585416667,1736.79,2,6267.9103775,5951.03964291667
"2106",2011-08-18,"NO 15/9-F-12 H",24,249.44936321432,102.855004385729,209.992355101603,23.3628883333333,99.8431529166667,37.0742741666667,92.4215904166667,5.75776520833333,1354.08,2,6267.9103775,5951.03964291667
"2107",2011-08-19,"NO 15/9-F-12 H",24,249.19599328569,102.847831379128,209.706690100977,23.3116247916667,99.8796785416667,37.0491627083333,92.3541739583333,5.74624479166667,1345.61,7,6165.28469125,5981
"2108",2011-08-19,"NO 15/9-F-14 H",24,248.021899583333,103.372907708333,201.979858541667,14.0301296784941,50.0514779166667,46.0420410416667,89.5619277083333,15.5759122916667,1725.81,6,6165.28469125,5981
"2109",2011-08-20,"NO 15/9-F-12 H",24,243.833163504153,103.455227205653,203.771112741157,23.1907002083333,99.9185935416667,37.348984375,91.2073975,6.07450729166667,1333.21,7,6262.75262458333,5957.69256541667
