"","DATEPRD","WELL_BORE_CODE","ON_STREAM_HRS","AVG_DOWNHOLE_PRESSURE","AVG_DOWNHOLE_TEMPERATURE","AVG_DP_TUBING","AVG_ANNULUS_PRESS","AVG_CHOKE_SIZE_P","AVG_WHP_P","AVG_WHT_P","DP_CHOKE_SIZE","BORE_OIL_VOL","class","WI1","WI2"
"55",2008-05-07,"NO 15/9-F-12 H",24,263.488091666667,105.893396875,171.385291666667,12.5938435416667,33.11139,92.1028,77.2462641666667,60.38335375,3171.32,9,7008,-0.001
"56",2008-05-08,"NO 15/9-F-12 H",24,263.918749166667,105.90165375,171.521713958333,12.716155,33.05831875,92.3970352083333,77.3392135416667,60.48931125,3170.85,3,7008,-0.001
"57",2008-05-09,"NO 15/9-F-12 H",24,264.351059375,105.90839375,171.571821458333,12.8175779166667,33.023854375,92.7792379166667,77.022344375,60.5106022916667,3188.02,9,7008,-0.001
"58",2008-05-10,"NO 15/9-F-12 H",24,264.227475,105.917620416667,172.648793125,13.3494379166667,34.0964397916667,91.578681875,77.4819895833333,59.199934375,3415.68,5,7007.95175166667,-0.001
"59",2008-05-11,"NO 15/9-F-12 H",24,264.08789,105.91898,174.475715416667,14.1553852083333,35.6291745833333,89.6121745833333,78.7529664583333,57.059738125,3701.51,2,7007.75790416667,-0.001
"60",2008-05-12,"NO 15/9-F-12 H",24,264.08789,105.91898,176.443958723404,14.6285089361702,36.1603372916667,87.6439312765958,79.1025310638298,54.9643395744681,4002.28,9,7008,-0.001
"61",2008-05-13,"NO 15/9-F-12 H",24,264.08789,105.91898,178.219736382979,15.1692327659574,37.2941289583333,85.8681536170213,79.543695106383,53.0088112765957,4253.12,3,7008,-0.001
"62",2008-05-14,"NO 15/9-F-12 H",24,264.08789,105.91898,178.34193,15.3547372916667,38.2114164583333,85.74596,79.7145954166667,52.8872529166667,4279.91,2,7004.708999375,-0.001
"63",2008-05-15,"NO 15/9-F-12 H",24,264.08789,105.91898,179.660634583333,15.7037470833333,39.27145375,84.4272554166667,80.1680925,51.2147097916667,4439.62,9,7800,-0.001
"64",2008-05-16,"NO 15/9-F-12 H",24,264.08789,105.91898,180.6398,15.9243264583333,40.1475785416667,83.44809,80.2657102083333,49.3599522916667,4582.9,10,7900,-0.001
"65",2008-05-17,"NO 15/9-F-12 H",24,264.08789,105.91898,181.259336666667,15.919254375,40.7275045833333,82.8285533333333,80.1589733333333,48.6525016666667,4677.42,1,8000,-0.001
"66",2008-05-18,"NO 15/9-F-12 H",24,264.08789,105.91898,181.247548333333,15.6876647916667,40.7485739583333,82.8403416666667,80.0453595833333,49.2501652083333,4688.63,7,8000,-0.001
"67",2008-05-19,"NO 15/9-F-12 H",24,264.08789,105.91898,181.159596666667,15.8069835416667,40.7553975,82.9282933333333,80.198545625,49.68262125,4687.74,9,8000,-0.001
"68",2008-05-22,"NO 15/9-F-12 H",24,258.146059583333,106.082488958333,177.925675625,16.4319504166667,43.122455,80.2203839583333,80.8504427083333,46.7436816666667,5017.55,10,7570,-0.001
