DATEPRD,WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,WI1,WI2
10/3/2008,NO 15/9-F-12 H,24,234.1651038,106.0622277,163.4154194,13.82704708,47.34628729,70.74968438,76.34079229,38.44622229,3593.88,8292.92,1692.31
10/4/2008,NO 15/9-F-12 H,24,241.5245552,105.955049,164.4941871,11.01612,36.54631479,77.03036813,64.93037667,45.13675896,2463.91,4307.00,1829.00
10/5/2008,NO 15/9-F-12 H,24,233.8918392,106.0443458,163.2744473,12.81550271,47.06410229,70.61739188,75.26241542,38.39403542,3377.17,8479.71,2399.43
10/6/2008,NO 15/9-F-12 H,22.33334,242.2460305,105.9214346,163.3056965,10.82646032,36.3484237,78.940334,70.00040817,47.62838592,2126.84,6364.00,2150.00
10/7/2008,NO 15/9-F-12 H,24,239.5164577,105.9513508,162.3713417,11.82697896,40.82480521,77.14511604,71.83221583,45.62863,2726.28,8030.60,2401.94
10/8/2008,NO 15/9-F-12 H,24,239.4850352,105.9514648,162.4144117,12.02389604,40.8266625,77.07062354,73.18287667,45.50054333,2719.29,9013.51,200.00
10/9/2008,NO 15/9-F-12 H,24,239.4797656,105.9511702,162.2990804,12.08737938,40.82958458,77.18068521,73.13672125,45.61503604,2713.82,7723.14,3638.31
10/10/2008,NO 15/9-F-12 H,24,239.4173265,105.9515406,162.2003467,11.95598604,40.84936958,77.21697979,71.59000458,45.67672688,2720.48,7672.53,2609.88
10/11/2008,NO 15/9-F-12 H,24,239.1674613,105.9518163,162.2299658,11.81525354,40.91507479,76.93749542,71.77418833,45.23913125,2739.75,6740.00,2081.00
10/12/2008,NO 15/9-F-12 H,24,238.3412523,105.9719565,162.5379598,12.30515167,41.85422458,75.8032925,73.33117208,44.14863542,2824.96,8004.46,3373.97
10/13/2008,NO 15/9-F-12 H,24,238.3022588,105.9682877,162.3575731,12.26136021,41.78593771,75.94468563,73.36195354,44.27046833,2827.75,9203.41,2861.45
10/14/2008,NO 15/9-F-12 H,24,238.3596771,105.9710927,162.4377619,12.28061813,41.78983021,75.92191521,74.73231542,44.264925,2829.21,9207.14,583.00
10/15/2008,NO 15/9-F-12 H,24,238.3356835,105.9743292,162.2474329,12.26932688,41.84650479,76.08825063,73.77358167,44.437815,2825.33,9092.07,2143.70
10/16/2008,NO 15/9-F-12 H,24,238.3463021,105.9745558,162.3073331,12.15204917,41.82763708,76.03896896,74.11281208,44.34822563,2825.29,9093.50,3541.42
10/17/2008,NO 15/9-F-12 H,24,238.3056346,105.9744935,162.2734321,12.13343958,41.82632667,76.0322025,73.96963042,44.34576417,2832.05,5929.36,4653.10
10/18/2008,NO 15/9-F-12 H,19,235.4491089,105.9878829,163.4361257,10.87082432,43.57938128,72.01298312,70.1280395,39.89912968,2520.4,6325.32,6560.40
10/19/2008,NO 15/9-F-12 H,24,239.8760877,105.9749763,162.7097163,11.93118417,40.26979396,77.16637146,72.05310729,45.50316375,2714.13,8012.02,5574.42
10/20/2008,NO 15/9-F-12 H,24,240.7373213,105.9504056,162.2914965,11.45420958,39.72025854,78.44582479,69.85768229,46.94748604,2664.34,7353.41,6311.32
10/21/2008,NO 15/9-F-12 H,24,241.0780844,105.951444,162.3699669,11.49952146,39.54749271,78.7081175,70.99560208,47.2037975,2653.43,6204.00,8026.00
10/22/2008,NO 15/9-F-12 H,24,234.7711113,106.0459627,162.7171923,11.30638417,46.5465175,72.05391896,74.77280521,39.88117208,3420.75,7344.00,6835.00
10/23/2008,NO 15/9-F-12 H,24,235.2756242,106.0609788,162.7841813,13.26778833,45.94961875,72.49144292,73.33351896,40.40253042,3363.1,7283.00,5101.00
10/24/2008,NO 15/9-F-12 H,24,234.7308004,106.0742625,162.8944075,13.41180563,46.54538833,71.83639292,73.30909354,39.64836688,3426.21,8250.00,6178.50
10/25/2008,NO 15/9-F-12 H,24,234.0897167,106.0937825,163.0285785,13.52213063,47.30774625,71.06113813,72.74501021,38.80285813,3524.62,8469.00,6409.00
10/26/2008,NO 15/9-F-12 H,25,233.6646376,106.1120796,163.3810564,13.8119036,47.9444174,70.2835812,75.2738708,37.8892666,3836.99,8783.00,6638.00
10/27/2008,NO 15/9-F-12 H,24,233.8668883,106.1184829,163.4604854,13.81436146,47.80082542,70.40640292,76.25768833,37.94912,3622.02,7958.00,5810.00
10/28/2008,NO 15/9-F-12 H,24,234.1849898,106.1209931,163.4471796,13.82506104,47.51986313,70.73781021,75.57907646,38.38301979,3728.48,7987.00,7311.00
10/29/2008,NO 15/9-F-12 H,23.16667,238.9783106,106.0658236,163.8515554,12.4630426,40.55928542,75.12675518,72.03191941,43.09412552,2822.93,5882.00,5948.00
10/30/2008,NO 15/9-F-12 H,24,235.7080888,106.0881813,163.2434088,12.929805,46.26385292,72.46468,75.99792063,40.24086083,3471.47,4451.00,4720.00
10/31/2008,NO 15/9-F-12 H,24,234.4941129,106.0967923,163.198411,13.60102708,46.82448479,71.29570188,76.64004458,39.05842583,3515.61,6756.00,7404.00
11/1/2008,NO 15/9-F-12 H,22.5,238.2832306,106.0531448,164.1524548,12.41441461,41.04031674,74.13077578,72.00637122,42.02703603,2758.29,6323.00,6790.00
11/2/2008,NO 15/9-F-12 H,24,230.6170002,106.1339492,164.819501,12.81342625,54.13522188,65.79749917,75.95421521,33.29273542,4443.46,6593.00,7384.00
11/3/2008,NO 15/9-F-12 H,24,224.5333231,106.2571244,166.69042,14.77494188,63.60459875,57.84290313,78.49193646,25.23678771,4938.78,7198.00,7879.00
11/4/2008,NO 15/9-F-12 H,24,223.5304479,106.2906135,167.2047608,14.91683771,65.91418688,56.32568708,79.23373104,23.47683833,5124.32,7247.00,5935.00
11/5/2008,NO 15/9-F-12 H,24,222.9534656,106.3086171,166.9924467,14.81337083,66.81713438,55.96101896,78.21195521,23.07719417,5188.07,6873.00,5732.00
11/6/2008,NO 15/9-F-12 H,24,222.6116781,106.317746,166.7760133,14.60294875,67.2783225,55.83566479,76.15206854,22.94168292,5204.11,6974.00,7433.00
11/7/2008,NO 15/9-F-12 H,24,221.6262481,106.3424677,167.351849,14.58242354,70.7436675,54.27439917,76.20636063,21.30236,5136.25,7422.00,6948.00
11/8/2008,NO 15/9-F-12 H,24,221.6582077,106.3532367,167.3370456,14.6380975,70.75830896,54.32116208,77.01139188,21.33340479,5141.34,7408.00,7539.00
11/9/2008,NO 15/9-F-12 H,24,221.99676,106.3609648,167.2625983,14.69593979,69.84177063,54.73416167,76.3780275,21.74271167,5114.03,7416.00,7700.00
11/10/2008,NO 15/9-F-12 H,24,222.5829021,106.3633856,167.0583346,14.71822708,68.19638938,55.5245675,76.42964042,22.55666354,5059.68,7475.00,7537.00
11/11/2008,NO 15/9-F-12 H,24,222.7145306,106.3710531,167.1577769,14.75343833,68.21416979,55.55675375,77.58728271,22.59325521,5076.6,7462.80,7486.00
11/12/2008,NO 15/9-F-12 H,24,222.8603356,106.3784723,167.5635477,14.90635458,68.20333333,55.29678792,79.10504646,22.32196667,5065.13,7452.70,7222.00
11/13/2008,NO 15/9-F-12 H,24,222.9868681,106.3852154,167.3585288,14.91494042,68.23689438,55.62833938,77.91104604,22.66132188,5083.98,7136.10,7485.10
11/14/2008,NO 15/9-F-12 H,24,223.1566533,106.392839,167.3693773,14.87618542,68.2673325,55.78727604,76.95234146,22.80229438,5106.19,7411.70,7528.60
11/15/2008,NO 15/9-F-12 H,24,223.4304942,106.398184,167.4627217,14.88974979,67.78167771,55.9677725,77.97083625,22.99109021,5097.33,6002.50,7482.30
11/16/2008,NO 15/9-F-12 H,24,223.4453046,106.4011623,167.5790863,14.89546708,67.73251229,55.86621833,78.64859125,22.89761708,5082.14,7150.20,7530.60
11/17/2008,NO 15/9-F-12 H,24,223.5168736,106.4063464,167.4069155,14.89223404,66.33881708,56.10995809,77.22413681,23.14460681,5076.81,7176.00,5699.60
11/18/2008,NO 15/9-F-12 H,24,223.4282125,106.4075733,167.4725354,14.81499042,67.76172833,55.95567708,78.48777021,22.97260375,5074.4,6879.87,1111.34
11/19/2008,NO 15/9-F-12 H,24,221.7546098,106.4138706,167.8954421,14.72474521,72.56489167,53.85916771,78.9578725,20.76991208,5223.41,6942.45,4791.16
11/20/2008,NO 15/9-F-12 H,23.875,222.2103437,106.4182951,167.6297908,14.7265133,70.34545125,54.58055288,78.50682099,21.55830246,5116.54,8794.77,8849.72
11/21/2008,NO 15/9-F-12 H,18.29167,228.0739399,106.338427,167.6996313,12.15220635,60.75193027,60.37430863,72.88440149,27.22600201,3553.89,8168.99,7147.44
11/22/2008,NO 15/9-F-12 H,24,223.6400175,106.4226052,167.5895208,14.86299271,67.74944208,56.05049667,78.06429688,22.60361375,5033.51,6735.58,7532.86
11/23/2008,NO 15/9-F-12 H,24,226.0842946,106.3949483,166.5243817,14.88093542,62.84763208,59.55991292,77.16464125,26.14300083,4831.15,3471.91,7443.15
11/24/2008,NO 15/9-F-12 H,24,224.0818973,106.4095148,167.1295604,14.84933542,65.97474042,56.95233688,78.41920979,23.74338333,4971.19,8960.40,8610.41
11/25/2008,NO 15/9-F-12 H,24,223.7201785,106.4323415,167.6976729,14.99368229,67.96527563,56.02250563,78.67659521,22.76385188,5062.55,8640.00,9000.00
11/26/2008,NO 15/9-F-12 H,24,223.3246817,106.4530408,168.2104294,15.09728354,70.48448583,55.11425229,78.62217417,21.77364688,5145.94,8224.34,8452.70
11/27/2008,NO 15/9-F-12 H,24,223.0828242,106.4712298,168.4983471,15.06449208,72.35622,54.58447708,76.73295271,21.18244938,5200.4,8833.20,8741.40
11/28/2008,NO 15/9-F-12 H,24,243.6310858,106.2561225,165.0522488,13.05862688,42.02247271,78.57883708,72.35061708,45.60928646,2897.09,8575.00,8795.00
11/29/2008,NO 15/9-F-12 H,24,230.675359,106.38869,168.0316706,13.89156125,62.31119104,62.64368833,77.03182979,29.42648854,4853.4,8653.50,8997.90
11/30/2008,NO 15/9-F-12 H,24,225.8756965,106.4964321,169.7832629,15.56668833,70.24967417,56.09243354,79.67628208,22.63653646,5255.58,8525.10,8995.70
12/1/2008,NO 15/9-F-12 H,24,228.7405117,106.486301,169.3992613,15.38894313,66.29216708,59.34125042,78.81443313,25.97836271,5095.38,8317.30,8873.20
12/2/2008,NO 15/9-F-12 H,24,228.3368994,106.5048506,170.5614806,15.29546146,70.49833354,57.77541875,79.04328417,24.33950896,5276.15,8811.00,8837.00
12/3/2008,NO 15/9-F-12 H,24,227.3733021,106.5363738,170.5838681,15.86199688,70.10870583,56.78943396,79.84031375,23.28466688,5333.02,8847.00,8742.00
12/4/2008,NO 15/9-F-12 H,24,227.9217329,106.5448115,170.2350523,15.72581208,69.73646313,57.68668063,77.049145,24.19213146,5434.56,8853.00,8752.00
12/5/2008,NO 15/9-F-12 H,24,230.1107256,106.5357344,169.7310269,15.63379896,65.06152542,60.37969875,76.77325313,27.01641771,5209.39,8772.00,8664.00
12/6/2008,NO 15/9-F-12 H,24,230.2577833,106.5457006,170.7413856,16.01272042,66.46087521,59.51639771,79.86905188,26.08230583,5292.17,8819.00,8819.00
12/7/2008,NO 15/9-F-12 H,24,231.7119706,106.5410288,171.2896656,16.19226833,66.66874708,60.422305,78.69308667,26.95924813,5322.5,8755.00,8826.00
12/8/2008,NO 15/9-F-12 H,24,233.1265988,106.5330498,171.1142488,16.25321313,64.09197521,62.01235,78.76211375,28.59637438,5241.8,6124.00,7544.00
12/9/2008,NO 15/9-F-12 H,24,233.0268198,106.529311,171.3421517,16.27394438,64.53006271,61.68466813,79.71066229,28.24573917,5277.55,8353.84,9092.94
12/10/2008,NO 15/9-F-12 H,24,233.361205,106.5361635,171.4915654,16.30918958,64.69297938,61.86963958,79.32348917,28.42726646,5286.4,8226.73,8552.01
12/11/2008,NO 15/9-F-12 H,24,235.818931,106.5164898,170.8489565,16.17518458,61.63559146,64.96997458,77.31849104,31.68664104,5126.1,7708.77,8196.82
12/12/2008,NO 15/9-F-12 H,24,234.939196,106.5296577,171.1668942,16.24770083,62.64983625,63.77230188,77.43264396,30.40158063,5239.81,8504.00,8509.00
12/13/2008,NO 15/9-F-12 H,24,235.4141906,106.536859,171.4092758,16.13777146,62.66924479,64.00491479,75.8843025,30.62288146,5281.86,8886.00,8771.00
12/14/2008,NO 15/9-F-12 H,24,236.0356417,106.5453635,171.7867052,16.29376229,62.66248542,64.24893646,76.39249375,30.85397042,5302.74,8329.00,8237.00
12/15/2008,NO 15/9-F-12 H,24,236.5337317,106.5505085,172.046319,16.50420104,62.79158375,64.48741271,77.83995688,31.07543958,5270.91,8780.00,8747.00
12/16/2008,NO 15/9-F-12 H,24,236.9656475,106.5601192,172.4546471,16.59525979,63.25265375,64.51100042,77.47418271,31.04849083,5300.99,8655.00,8777.00
12/17/2008,NO 15/9-F-12 H,24,237.5383025,106.5670146,173.0227008,16.81211188,63.2551425,64.51560167,78.28060854,30.99960979,5338.2,8578.00,8695.00
12/18/2008,NO 15/9-F-12 H,24,238.3523969,106.5741738,173.4155696,16.90977667,63.24997521,64.93682729,77.60463813,31.40675021,5377.18,8730.00,8820.00
12/19/2008,NO 15/9-F-12 H,24,238.9725977,106.5803942,173.8108425,17.09520354,63.32330729,65.16175521,78.2985275,31.61134042,5386.94,8736.00,8900.00
12/20/2008,NO 15/9-F-12 H,24,239.684515,106.5862694,174.4012117,17.09888271,63.34705604,65.28330333,79.20462917,31.70968146,5417.44,8690.00,8890.00
12/21/2008,NO 15/9-F-12 H,24,240.3879515,106.5920975,174.6194256,17.2722975,63.37269521,65.76852583,78.28937375,32.18097979,5472.22,8295.00,8580.00
12/22/2008,NO 15/9-F-12 H,24,241.1169275,106.5975906,175.3358433,17.516955,63.35064646,65.78108417,80.29251458,32.17712688,5497.25,8671.00,8696.00
12/23/2008,NO 15/9-F-12 H,24,241.976111,106.6024615,175.5607092,17.72953917,63.08526,66.41540188,80.22477458,32.81362854,5513.05,8221.60,8220.40
12/24/2008,NO 15/9-F-12 H,24,243.0038135,106.6027935,175.9794654,17.91640229,62.44119104,67.02434813,80.91662771,33.43420604,5508.26,8609.20,8644.80
12/25/2008,NO 15/9-F-12 H,24,243.9192006,106.6049883,175.8359498,17.93088292,62.03864771,68.08325083,80.19274292,34.51943354,5491.41,8755.30,8834.00
12/26/2008,NO 15/9-F-12 H,24,244.821489,106.60628,176.1845306,18.01882104,61.75540292,68.63695833,80.27545063,35.06931521,5497.48,8628.40,8888.50
12/27/2008,NO 15/9-F-12 H,24,245.5719855,106.6086791,176.9234555,18.14616745,60.50301667,68.64853,80.93107149,35.03282255,5571.07,8471.90,9045.20
12/28/2008,NO 15/9-F-12 H,24,246.5613346,106.6094408,177.0147667,18.18294521,61.28419292,69.54656792,80.22291271,35.94965833,5495.65,8453.60,9110.10
12/29/2008,NO 15/9-F-12 H,24,247.3247808,106.611595,177.298416,18.16295333,61.20489563,70.02636479,79.65944313,36.42261771,5507.18,8469.00,9114.10
12/30/2008,NO 15/9-F-12 H,24,248.0779123,106.6145125,177.6980238,18.40508146,61.21605729,70.37988854,80.2146525,36.74146875,5527.55,8552.40,8952.00
12/31/2008,NO 15/9-F-12 H,24,248.8255513,106.6178665,178.3877171,18.64822604,61.21765896,70.43783417,80.99078563,36.76225521,5547.46,8588.79,8869.33
1/1/2009,NO 15/9-F-12 H,24,249.7711008,106.6165788,178.7533619,18.62454854,60.62754979,71.01773896,81.06077063,37.35122458,5556.56,8521.00,8635.00
1/2/2009,NO 15/9-F-12 H,24,250.67662,106.6170185,178.9673175,18.66513854,60.21566958,71.7093025,80.94694813,38.04737667,5555.73,8460.34,8352.21
1/3/2009,NO 15/9-F-12 H,24,250.936401,106.6139388,179.1669827,18.63181667,60.29822417,71.76941833,80.97003688,38.07566479,5727.05,4166.37,5107.00
1/4/2009,NO 15/9-F-12 H,24,250.5763146,106.6077315,179.2738183,18.59866188,60.69575354,71.30249625,80.89688729,37.60295438,5589.89,8611.28,8904.00
1/5/2009,NO 15/9-F-12 H,24,250.8154835,106.6207583,179.7701727,18.75725646,61.31431229,71.04531083,80.73071646,37.3086875,5629.04,8756.50,8865.80
1/6/2009,NO 15/9-F-12 H,21.99999,250.8939714,106.341911,172.9588668,16.30509071,51.60730348,77.93510459,74.77119285,44.56365772,4672.3,5826.70,6014.80
1/13/2009,NO 15/9-F-12 H,24,257.5556133,105.2274604,174.8162925,18.66567917,51.45373938,82.73932083,79.69332458,49.5848925,5110.2,8599.00,8869.00
1/14/2009,NO 15/9-F-12 H,24,260.6670485,106.5756725,179.3073021,19.09767271,52.76797938,81.35974646,81.09559396,48.07509396,5267.76,8593.00,8736.00
1/15/2009,NO 15/9-F-12 H,24,261.6685929,106.5739163,178.8251692,18.83676667,52.00658479,82.84342375,78.96983563,49.63938729,4526.49,8527.00,8762.00
1/16/2009,NO 15/9-F-12 H,24,262.3866656,106.575696,178.8749985,18.56997479,51.76695146,83.51166708,77.79465354,50.31828333,4385,8581.00,8731.00
1/17/2009,NO 15/9-F-12 H,24,264.1593821,106.5652344,178.6865277,18.47447438,50.13891438,85.47285438,77.75914396,52.33948792,4234.92,8503.00,8838.00
1/18/2009,NO 15/9-F-12 H,24,263.9414292,106.5803565,179.3037069,18.72519688,51.30180708,84.63772229,78.36529625,51.44475479,4352.4,8702.00,8702.00
1/19/2009,NO 15/9-F-12 H,24,264.029376,106.59423,179.7649988,19.03342271,51.79295625,84.26437729,77.95922,51.01637063,4426.35,8748.00,8837.00
1/20/2009,NO 15/9-F-12 H,24,265.1773444,106.5903333,179.6264977,19.03274583,50.83468292,85.55084667,78.57987604,52.38176188,4298.53,8739.00,8835.00
1/21/2009,NO 15/9-F-12 H,23.15185,266.6632236,106.5811359,179.596202,18.63460407,47.84756313,87.0670216,77.34182787,54.00696785,4123.6,8141.00,8561.00
1/22/2009,NO 15/9-F-12 H,23.68148,266.4234652,106.5777808,180.2543571,17.21284115,49.86983875,86.16910816,76.23454858,53.07950009,4350.84,6742.00,8778.00
1/23/2009,NO 15/9-F-12 H,24,265.4564683,106.5994994,180.7300263,18.87931958,51.99413229,84.72644208,79.71591104,51.4579925,4499.42,8481.00,8319.20
1/24/2009,NO 15/9-F-12 H,24,266.0774681,106.6049594,180.8929396,19.10280208,51.80501625,85.18452854,79.97850521,51.85552521,4473.36,8541.45,8721.40
1/25/2009,NO 15/9-F-12 H,24,266.5833998,106.6162596,181.0998802,19.04004167,51.79488667,85.48351958,79.34068542,52.19272292,4494.66,8644.10,8661.30
1/26/2009,NO 15/9-F-12 H,24,267.3801698,106.6180348,181.1429308,18.94209438,51.38527938,86.23723896,79.37244563,53.00312917,4425.1,8543.70,8774.00
1/27/2009,NO 15/9-F-12 H,24,267.9319342,106.6186344,181.2958508,19.03645125,51.34268188,86.63608333,79.23238292,53.40585438,4425.36,8502.00,8800.00
1/28/2009,NO 15/9-F-12 H,24,267.2556542,106.6350158,182.5354138,19.38763604,53.13363125,84.72024042,80.72074542,51.34805646,4967.11,5119.00,5195.00
1/29/2009,NO 15/9-F-12 H,24,264.5517294,106.6653375,183.9280315,19.54848458,56.45630438,80.62369792,80.41813667,47.03291063,5586.1,3449.00,3681.00
1/30/2009,NO 15/9-F-12 H,24,267.9895469,106.6091204,181.2421323,18.76797792,51.02971917,86.74741458,78.75268083,53.58135,4398.31,8494.00,8642.00
1/31/2009,NO 15/9-F-12 H,24,268.414311,106.6106706,181.4796652,18.77945646,51.0391525,86.93464583,78.41734542,53.77710604,4388.45,8423.00,8466.00
2/1/2009,NO 15/9-F-12 H,24,267.3327127,106.6387044,182.7721863,19.155595,53.20937042,84.56052646,79.20313646,51.21506854,5224.6,5688.00,5688.00
2/2/2009,NO 15/9-F-12 H,24,268.7447969,106.6175996,181.908456,18.96186396,51.12604229,86.83634083,78.64544333,53.64588563,4401.95,8396.00,8213.00
2/3/2009,NO 15/9-F-12 H,24,269.1769704,106.6200108,182.0106446,18.94128167,51.14964958,87.16632583,78.0811275,53.94502083,4422.08,8542.20,8703.30
2/4/2009,NO 15/9-F-12 H,24,266.8067208,106.6772635,184.2470258,19.51806583,55.02494771,82.559695,80.88733229,48.99395875,5437.81,3170.00,3184.60
2/5/2009,NO 15/9-F-12 H,24,269.2524273,106.6199556,182.4921042,19.33716,51.27967188,86.76032313,81.40675375,53.49978333,4487.91,8545.90,7658.30
2/6/2009,NO 15/9-F-12 H,24,269.5217585,106.62317,182.5864869,19.37426333,51.32801667,86.93527167,81.20966833,53.65863813,4430.31,8684.30,8511.50
2/7/2009,NO 15/9-F-12 H,15.84167,271.9435064,106.6037934,181.871624,19.09655402,47.92886656,90.07188238,80.21296136,57.03090588,2738.23,8609.20,8589.10
2/8/2009,NO 15/9-F-12 H,21.825,270.9408675,106.6277228,183.4886124,18.68864707,51.28212182,87.45225511,81.01872418,54.1521457,4189.32,8619.40,8567.50
2/9/2009,NO 15/9-F-12 H,24,274.4704815,106.5796746,182.1279258,19.25397771,47.63367458,92.34255563,80.56609438,59.35316458,4258.6,6375.00,6879.00
2/10/2009,NO 15/9-F-12 H,24,271.8841963,106.6217827,183.2986885,19.93363667,50.58019917,88.58550771,81.55990646,55.34881896,4393,8389.53,8607.76
2/11/2009,NO 15/9-F-12 H,24,272.013786,106.6313327,183.5718438,19.97042625,50.85285208,88.44194229,81.45011583,55.21338375,4431.4,8161.05,8278.70
2/12/2009,NO 15/9-F-12 H,24,272.4248335,106.635975,183.7837729,19.90580688,50.87479792,88.64106063,81.47084292,55.40843167,4498.08,8142.00,8436.00
2/13/2009,NO 15/9-F-12 H,22,275.6621796,106.5911544,183.4104495,17.63871172,45.49270174,92.2517301,78.16973643,60.03983028,3944.99,6811.00,6894.00
2/14/2009,NO 15/9-F-12 H,24,273.9139702,106.6253765,183.4393329,19.81816417,49.79175833,90.47463729,80.72680792,57.37922229,4330.62,8469.40,8396.10
2/15/2009,NO 15/9-F-12 H,24,275.1999846,106.6079675,183.248881,19.86221813,48.75859146,91.95110354,81.10854667,58.94411833,4221.09,8735.00,8455.00
2/16/2009,NO 15/9-F-12 H,22.64167,276.1180094,106.6115129,184.0256228,18.4655877,47.31098261,92.09238657,79.58133848,59.08153253,4056.66,7789.00,7746.20
2/17/2009,NO 15/9-F-12 H,24,274.2745629,106.6505846,184.5911538,20.212715,50.82151667,89.68340917,81.62964604,56.45211292,4479.41,8427.20,8461.80
2/18/2009,NO 15/9-F-12 H,24,275.1256779,106.6452513,184.6018994,20.45175979,50.25470729,90.52377854,82.10128271,57.3496075,4436.07,8200.70,8101.90
2/19/2009,NO 15/9-F-12 H,24,275.6200377,106.6458513,184.7890879,20.38227292,50.18160208,90.83094979,82.23107396,57.65239438,4434.21,8435.10,8339.40
2/20/2009,NO 15/9-F-12 H,24,275.9899492,106.6508352,184.8854956,20.32528083,50.22592396,91.10445354,81.61108042,57.93029438,4439.64,8277.00,8687.00
2/21/2009,NO 15/9-F-12 H,24,283.5250038,106.5230173,182.57125,17.11287167,41.98632063,100.9537538,76.21633917,68.06786083,3876.08,8346.00,8574.00
2/22/2009,NO 15/9-F-12 H,24,277.3124646,106.6615823,185.6465406,20.29568083,50.33750396,91.66592396,81.76859854,58.44463667,4535.89,8086.30,8738.75
2/23/2009,NO 15/9-F-12 H,24,277.7057179,106.6656606,185.8501633,20.515535,50.28252021,91.85555458,82.10580667,58.63568771,4498.48,7714.40,8739.10
2/24/2009,NO 15/9-F-12 H,24,278.0015817,106.670129,185.924674,20.34222646,50.32882792,92.07690771,81.91313854,58.85207354,4487.34,8205.00,8090.00
2/25/2009,NO 15/9-F-12 H,22,281.6337728,106.6185801,184.845012,18.06503966,45.39998378,96.78876077,77.04479169,63.89594098,4036.23,8100.00,8905.00
2/26/2009,NO 15/9-F-12 H,24,279.8677715,106.6701902,186.114499,18.23219104,49.45752667,93.7532725,81.26189479,60.60237625,4421.95,8054.00,8850.00
2/27/2009,NO 15/9-F-12 H,24,280.4831442,106.6689527,186.1674533,18.98379146,49.20210604,94.31569083,82.04767521,61.18526583,4359.66,8063.00,8934.00
2/28/2009,NO 15/9-F-12 H,24,280.6836202,106.677479,186.1580394,19.02883667,49.40651813,94.52558083,81.18858146,61.38486604,4433.4,8098.00,8873.00
3/1/2009,NO 15/9-F-12 H,24,280.7360623,106.6895031,186.4720633,19.07511833,49.85502708,94.26399896,80.30622604,61.06208896,4448.63,8054.00,8904.00
3/2/2009,NO 15/9-F-12 H,24,280.4194279,106.7091173,187.3750752,19.40056229,50.75902938,93.04435271,81.07111625,59.70914125,4592.63,8025.00,8910.00
3/3/2009,NO 15/9-F-12 H,24,280.9136096,106.7127243,187.249443,19.34724319,49.46571792,93.6641666,80.38314213,60.35022277,4638.29,8369.47,8551.70
3/4/2009,NO 15/9-F-12 H,24,281.558011,106.7044602,186.9978425,18.93165667,49.90171771,94.56016854,79.28145,61.32196354,4474.26,7915.20,8359.00
3/5/2009,NO 15/9-F-12 H,11.16666,283.3571956,106.6877982,187.1380669,16.06734166,47.95769,96.21912872,79.6433704,63.25635319,2440.8,4127.10,5191.35
3/6/2009,NO 15/9-F-12 H,24,286.4157788,106.6320638,185.9610888,16.15422854,45.16791104,100.45469,79.79681042,67.57509271,4366.16,7670.00,7355.00
3/8/2009,NO 15/9-F-12 H,24,286.8739454,106.5802196,185.4600235,16.07218292,45.99509875,101.4139219,77.09512313,68.47932604,4021.37,3449.46,10013.60
3/9/2009,NO 15/9-F-12 H,18.525,276.8971106,106.7987064,190.7073719,13.80500063,55.05930289,86.18973871,81.43611187,52.33047902,4197.14,4009.00,6777.00
3/10/2009,NO 15/9-F-12 H,21.225,277.6419312,106.7736311,190.5868161,13.63982332,55.1474986,87.05511509,82.12520443,53.28062134,4692.91,4502.00,6379.25
3/11/2009,NO 15/9-F-12 H,23.5,283.7153494,106.6238669,185.7960342,14.40313214,43.69805417,97.91931523,76.75582931,64.66211301,5414.32,4757.10,6691.12
3/12/2009,NO 15/9-F-12 H,24,276.2949227,106.6934973,186.9819913,15.75755958,52.27697042,89.31293146,80.82059354,56.31434729,4870.32,4867.57,6658.64
3/13/2009,NO 15/9-F-12 H,19.94167,276.7407421,106.662379,187.6148528,15.46188575,45.5217493,89.12588931,80.0799273,56.12820472,3676.71,4894.09,6456.72
3/18/2009,NO 15/9-F-12 H,22.14167,270.1174756,106.48098,181.0898533,8.218780072,47.34089844,89.0276223,74.38286865,56.79404987,3449.39,4596.27,5711.83
3/19/2009,NO 15/9-F-12 H,24,265.6928254,106.5756604,180.5442852,12.55684021,50.70706813,85.14854021,80.43214438,52.78841708,4321.87,4509.81,5548.84
3/20/2009,NO 15/9-F-12 H,24,261.6060149,105.8675077,179.0157439,12.98194875,51.37017114,82.59027101,79.13313831,50.42274753,4217.85,4419.93,5374.17
3/21/2009,NO 15/9-F-12 H,24,259.8857203,106.5462852,180.4818395,13.26297687,53.82317783,79.40388081,81.40099054,46.90298119,4440.66,4326.21,5184.18
3/22/2009,NO 15/9-F-12 H,24,258.1429623,106.5207115,179.6368375,12.98229688,53.94449375,78.50612479,81.13742146,46.02668125,4437.68,4227.07,4975.67
3/23/2009,NO 15/9-F-12 H,24,256.3136235,106.4942204,178.7683942,12.64271521,53.95205854,77.54522938,80.72907396,45.08186479,4418.22,4119.27,4746.23
3/24/2009,NO 15/9-F-12 H,24,254.4763827,106.4696652,177.822225,12.30986896,53.98403688,76.65415771,80.40777896,44.2346275,4353.47,3996.89,4491.72
3/25/2009,NO 15/9-F-12 H,4.19167,257.1302898,106.4365342,175.4391936,11.89888919,45.01146556,81.69109617,76.92166279,49.99579718,723.91,3849.54,4198.99
