DATEPRD,WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,WI1,WI2
10/31/2012,NO 15/9-F-12 H,24,238.7381638,101.1909278,207.0615121,18.085905,98.40000417,32.07518833,89.09852167,5.036046458,678.68,4382.20,4300.00
11/1/2012,NO 15/9-F-12 H,24,241.8886391,100.9946082,210.45919,17.84165583,98.42735146,31.89035979,89.413305,4.845610208,673.59,4325.00,4403.00
11/2/2012,NO 15/9-F-12 H,24,244.0768919,100.876442,212.6869351,17.66247375,98.44173083,31.85835229,89.79871625,4.822493333,664.35,4305.00,4453.00
11/3/2012,NO 15/9-F-12 H,24,253.6529249,100.697549,222.960614,17.59919771,98.50240917,31.37797438,91.29662188,4.340247917,659.98,4339.51,4424.08
11/4/2012,NO 15/9-F-12 H,24,254.204519,100.7099302,223.5483316,17.35135333,98.544105,31.35717813,91.42311563,4.312079375,655.32,4377.30,4420.50
11/5/2012,NO 15/9-F-12 H,24,254.502387,100.7186778,223.8804846,17.08554438,98.56875833,31.31500083,91.46591958,4.296761875,647.66,6260.99,7863.14
11/6/2012,NO 15/9-F-12 H,24,251.1932054,100.6651467,220.2948471,16.8801725,98.59294625,31.47615583,90.78539688,4.450891875,636.76,7112.73,7109.57
11/7/2012,NO 15/9-F-12 H,24,247.8883797,100.7194828,216.7426087,16.82312083,98.64340958,31.63034563,90.24622542,4.59756625,638.85,7362.91,6896.37
11/8/2012,NO 15/9-F-12 H,24,252.1498845,100.668541,221.0903218,16.85299417,98.64711938,31.64604208,91.28923854,4.603639792,641.12,7340.49,6984.23
11/9/2012,NO 15/9-F-12 H,24,241.1706731,101.0232124,209.3132897,16.6578275,98.64413104,32.14291333,89.6249175,5.095118958,634.89,7313.19,7042.04
11/10/2012,NO 15/9-F-12 H,24,240.9994049,101.0312946,209.004183,16.67290479,98.66581,32.23897021,89.68983021,5.1668025,631.9,6681.64,6328.94
11/11/2012,NO 15/9-F-12 H,24,251.3353394,100.6669185,219.875552,16.63096208,98.69571917,31.95495146,91.4487125,4.873095417,630.9,5661.78,5553.50
11/12/2012,NO 15/9-F-12 H,24,249.9859216,100.6846996,218.2247806,16.56528125,98.69938667,32.13381917,91.32051813,5.0685,633.16,5493.37,5724.45
11/13/2012,NO 15/9-F-12 H,24,242.7821789,100.9569803,210.3703894,16.38079333,98.71517625,32.46066229,90.20013333,5.406768333,633.84,5411.60,5812.30
11/14/2012,NO 15/9-F-12 H,24,244.3735283,100.8647656,212.1719919,16.43336646,98.73488604,32.34721667,90.38768063,5.279336042,634.16,5363.89,5865.00
11/15/2012,NO 15/9-F-12 H,24,245.7014893,100.8057654,213.5820263,16.31635708,98.72892667,32.3100825,90.59773688,5.234336042,635.09,5462.00,5790.81
11/16/2012,NO 15/9-F-12 H,24,241.2032786,101.1298112,209.3220118,16.18465319,96.65147938,32.53831128,89.9141117,5.462930851,631.52,5512.00,5761.99
11/17/2012,NO 15/9-F-12 H,24,245.4214295,100.8274888,213.1292381,16.19691375,98.72524375,32.42002604,90.62782438,5.327840625,633.4,5446.73,5722.58
11/18/2012,NO 15/9-F-12 H,24,240.039484,101.1023282,207.6109938,16.04134375,98.74030313,32.49187,89.74996875,5.387734583,631.33,5429.00,5741.00
11/19/2012,NO 15/9-F-12 H,24,236.6503101,101.3630769,203.7871634,15.859385,98.7190225,32.72048292,89.36874563,5.631567708,628.96,5500.00,5699.00
11/20/2012,NO 15/9-F-12 H,24,241.7654446,101.0337868,209.0367354,15.90952167,98.73970729,32.64179729,90.14121417,5.554601667,627.61,5147.08,5451.91
11/21/2012,NO 15/9-F-12 H,24,246.3146949,100.8010666,213.9329503,15.98234938,98.75773167,32.47118104,90.82995333,5.379913125,627.7,4357.96,4849.63
11/22/2012,NO 15/9-F-12 H,24,245.6359585,100.8269415,213.2211118,15.82955958,98.76282938,32.48362375,90.71212,5.391490833,622.39,4388.55,4809.77
11/23/2012,NO 15/9-F-12 H,24,238.5283815,101.2051954,205.9682159,15.70042438,98.79723771,32.54851375,89.55087396,5.451778125,620.46,4374.47,4780.28
11/24/2012,NO 15/9-F-12 H,24,245.7030749,100.950369,214.0054181,15.74575319,96.74449979,32.41677872,90.67971021,5.334217682,613,4333.00,4815.00
11/25/2012,NO 15/9-F-12 H,24,239.3762269,101.141873,206.9864182,15.49488521,98.78466167,32.44804083,89.61286958,5.367576042,614.8,4797.28,5168.98
11/26/2012,NO 15/9-F-12 H,24,249.9423088,100.6754319,218.1126836,15.65474771,98.82219688,32.16060438,91.32252125,5.073404792,614.72,6172.84,6352.19
11/27/2012,NO 15/9-F-12 H,24,252.3332666,100.6635398,220.7547011,15.61299417,98.84252813,32.04241708,91.78761521,4.953670625,633.48,6112.62,6464.91
11/28/2012,NO 15/9-F-12 H,24,251.7915124,100.6629479,220.121992,15.57341979,98.82995604,32.09639938,91.699415,5.002901667,627.24,4962.73,5232.87
11/29/2012,NO 15/9-F-12 H,24,252.0891387,100.6650411,220.419044,15.66074583,98.83457458,32.10738833,91.78441,5.008796042,622.94,4402.08,4760.84
11/30/2012,NO 15/9-F-12 H,24,252.0464268,100.6634168,220.3856864,15.64359646,98.84170688,32.09684604,91.76331104,4.999911042,617.76,4740.70,4347.85
12/1/2012,NO 15/9-F-12 H,24,251.1246905,100.6614734,219.4057629,15.52218479,98.83986458,32.11176708,91.54692313,5.014646042,613.39,4901.01,4080.50
12/2/2012,NO 15/9-F-12 H,24,250.4965842,100.6647922,218.7473327,15.44860083,98.84375667,32.11341125,91.40257667,5.023690417,608,3127.17,5013.03
12/3/2012,NO 15/9-F-12 H,24,244.7557005,100.8144259,212.5592506,15.35283813,98.83498688,32.49782,90.45220375,5.050127917,600.12,4163.79,6207.69
12/4/2012,NO 15/9-F-12 H,24,248.6538355,100.6902823,216.873925,15.3761575,98.84958688,32.10485271,90.98114417,5.002511875,601.22,4684.70,6218.82
12/5/2012,NO 15/9-F-12 H,24,249.7007475,100.668696,218.0077879,15.30665021,98.85585917,32.05846875,91.162435,4.960336458,569.75,5952.82,5598.01
12/6/2012,NO 15/9-F-12 H,24,246.4604411,100.769373,214.3658849,15.36198917,98.81891542,32.28632229,90.71500521,5.195163958,604.43,5682.68,5780.12
12/7/2012,NO 15/9-F-12 H,24,241.921813,100.9859566,209.6040978,15.24977208,98.81569438,32.39760438,89.99710146,5.316660208,603.69,5785.71,5713.84
12/8/2012,NO 15/9-F-12 H,24,246.0530633,100.7903862,213.8454172,15.36963313,98.83205833,32.34469979,90.68867208,5.261727917,601.3,5723.15,5718.99
12/9/2012,NO 15/9-F-12 H,24,249.3330942,100.677692,217.5136958,15.35491167,98.87061458,32.13671021,91.15808458,5.035390417,600.3,4981.53,5120.58
12/10/2012,NO 15/9-F-12 H,24,250.7195449,100.6704396,218.9993291,15.40274688,98.76313125,32.11613771,91.46181729,5.029025,599.52,4254.12,4333.81
12/11/2012,NO 15/9-F-12 H,22.83333,239.6112363,101.3871057,217.6500377,15.06898994,88.11049875,33.07408116,90.2717733,5.762305463,497.28,3927.41,4157.34
12/12/2012,NO 15/9-F-12 H,11.70833,239.8699618,102.2781666,211.6440033,15.30962987,46.63367917,32.93371035,90.96799473,5.68184636,309.36,1986.40,2268.44
12/13/2012,NO 15/9-F-12 H,8.54167,249.4017001,101.3584111,212.1567921,12.85184771,37.63038396,30.40512551,88.13017769,3.749868154,135.58,1463.41,1744.95
12/14/2012,NO 15/9-F-12 H,23.95463,237.5592304,101.3919921,205.9799231,14.69326186,96.61267563,31.91784801,88.56287957,5.184880323,513.82,4200.65,4446.46
12/15/2012,NO 15/9-F-12 H,9.21203,246.863743,103.0048469,206.4644515,14.18252319,47.29244521,31.58657971,87.74444903,4.813275013,221.79,2348.92,1960.37
12/16/2012,NO 15/9-F-12 H,24,246.5376791,100.7940063,215.1542578,15.0881674,98.77680542,31.6364777,90.15904572,4.858142812,545.78,4566.47,4570.97
12/17/2012,NO 15/9-F-12 H,24,248.5637251,100.7233773,217.2206719,15.20081708,98.78289354,31.63396813,90.58415688,4.8541775,551.96,4518.60,4596.80
12/18/2012,NO 15/9-F-12 H,24,248.7377621,100.7193875,217.3478327,15.18416167,98.78878479,31.66718083,90.67278646,4.898730417,554.22,4488.69,4605.82
12/19/2012,NO 15/9-F-12 H,24,247.9803673,100.7411744,216.5248084,15.12297813,98.80562958,31.69526396,90.55195646,4.937864792,558.04,4468.24,4609.08
12/20/2012,NO 15/9-F-12 H,24,241.0016899,101.0868092,209.1938292,14.98263583,98.80919542,31.89161042,89.44995208,5.131051458,530.64,5257.81,6038.43
12/21/2012,NO 15/9-F-12 H,24,238.4993199,101.2607763,206.5673658,14.98469854,98.81480875,31.96862021,89.09728833,5.201012708,531.29,5859.31,7033.03
12/22/2012,NO 15/9-F-12 H,24,234.3505886,101.5882358,202.2020925,14.94215917,98.81753104,32.11845792,88.54071667,5.311739583,533.24,6132.50,7005.06
12/23/2012,NO 15/9-F-12 H,24,230.139918,101.9881178,197.7512491,14.89248333,98.83544708,32.24008792,87.94894313,5.420168125,535.3,6105.04,6746.68
12/24/2012,NO 15/9-F-12 H,24,243.7460039,100.9016011,211.7915567,15.16872,98.91102896,32.03136146,90.06255833,5.180375625,538.78,4508.75,4505.17
12/25/2012,NO 15/9-F-12 H,24,244.604914,100.8635068,212.4517574,15.23766167,98.93106063,32.15927583,90.33905542,5.3030225,541.13,4475.39,4527.24
12/26/2012,NO 15/9-F-12 H,24,250.5964584,100.6710155,219.0392357,15.18440146,98.89702792,31.85311313,91.26360646,5.002517292,539.37,4465.00,4536.00
12/27/2012,NO 15/9-F-12 H,24,249.6362344,100.6865017,218.0694432,15.11812438,98.86802708,31.84255271,91.03614854,4.996672708,538.35,4495.00,4498.00
12/28/2012,NO 15/9-F-12 H,24,237.8438539,101.2916405,205.3722874,14.97120292,98.880695,32.30681646,89.32393542,5.493176042,536.06,4463.00,4460.00
12/29/2012,NO 15/9-F-12 H,24,235.6971773,101.4533332,203.3436647,14.99429188,98.92970063,32.23972167,88.90133729,5.404466458,538.28,6021.00,6440.00
12/30/2012,NO 15/9-F-12 H,24,230.9495107,101.8795634,198.3668736,14.97780208,98.98751146,32.35180667,88.22018375,5.498638333,534.72,6205.00,6818.00
12/31/2012,NO 15/9-F-12 H,24,238.6897333,101.2178085,206.3116247,15.02661021,99.01533229,32.24982833,89.40281563,5.393610833,533.94,5356.00,5573.00
1/1/2013,NO 15/9-F-12 H,24,248.3234722,100.6976711,216.3393002,15.09035479,99.01410875,32.16970125,90.99310271,5.121920208,531.38,4363.34,4332.89
1/2/2013,NO 15/9-F-12 H,24,243.895944,100.8561724,211.3250584,15.02548083,99.04762375,32.77853479,90.43592333,5.039058958,518.56,4572.61,4507.81
1/3/2013,NO 15/9-F-12 H,24,250.2579679,100.6676459,218.4961944,15.04372771,99.06963604,31.93933604,91.27705896,5.110008333,535.58,4587.15,4473.85
1/4/2013,NO 15/9-F-12 H,24,249.3471026,100.6832317,217.5389298,15.052475,99.08676958,31.94234438,91.08010771,5.119017292,584.13,4575.60,4456.21
1/5/2013,NO 15/9-F-12 H,24,246.240738,100.7917379,214.0683016,15.07153063,99.08568083,32.12160208,90.62370896,5.313251458,585.08,5108.80,5358.96
1/6/2013,NO 15/9-F-12 H,24,250.3360064,100.8536152,219.1166684,15.07306787,97.03116479,31.92227851,91.36506149,5.107575106,575.18,6096.77,6966.57
1/7/2013,NO 15/9-F-12 H,24,244.8299315,100.8577132,212.4687997,15.08159854,99.10674563,32.2232825,90.44119104,5.399150208,581.69,6138.82,6935.08
1/8/2013,NO 15/9-F-12 H,24,249.6096268,100.8602095,218.2231981,15.14394106,97.04636917,32.05311625,91.30906468,5.222094122,577.99,4496.00,4545.00
1/9/2013,NO 15/9-F-12 H,24,250.7091712,100.6588044,218.896935,15.04663563,99.13028063,31.97626688,91.41058292,5.1390125,584.31,4595.77,4500.74
1/10/2013,NO 15/9-F-12 H,24,246.3823444,100.7982054,213.9359851,15.00225375,99.12867313,32.28534271,90.77153333,5.461892917,582.14,4702.78,4482.11
1/11/2013,NO 15/9-F-12 H,24,247.5219,100.7296096,215.2893963,15.00337063,99.09032042,32.28043958,90.93539125,5.263836042,568.21,4705.97,4453.10
1/12/2013,NO 15/9-F-12 H,24,245.2871531,100.8312389,213.0017905,14.85563958,99.13481729,32.17714125,90.48612479,5.350200625,576.11,4691.60,4478.61
1/13/2013,NO 15/9-F-12 H,24,244.9612315,100.8481124,212.6202468,14.83915396,99.16177458,32.19552521,90.44387479,5.376837083,573.78,2509.04,2501.35
1/14/2013,NO 15/9-F-12 H,24,243.4088158,100.9246547,211.0924453,14.71085604,99.18552125,32.15429333,90.13723083,5.349706458,575.16,5652.70,5911.10
1/15/2013,NO 15/9-F-12 H,24,246.812213,100.7285215,214.8402454,14.87668208,99.20189396,32.09891646,90.61415854,5.04043125,564.88,5639.83,5942.62
1/16/2013,NO 15/9-F-12 H,24,248.3139448,100.6863696,216.3145886,14.94025521,99.22645583,32.10358625,90.94158188,5.100713958,569.14,5669.55,5997.92
1/17/2013,NO 15/9-F-12 H,24,242.6221504,102.8771308,206.6484653,14.72704438,74.68709479,35.90161646,90.32019583,7.972804792,494.69,5748.98,5530.91
1/18/2013,NO 15/9-F-12 H,24,234.1387639,102.3776767,197.4186491,14.53967979,100,35.05637354,89.63295292,6.062465625,517.52,5453.82,6007.48
1/19/2013,NO 15/9-F-12 H,24,238.8047285,101.2644635,205.3958415,14.70119438,99.13595583,33.62912021,89.93010167,4.799124792,561.72,5568.64,6085.82
1/20/2013,NO 15/9-F-12 H,24,239.0080369,101.2584403,205.5444775,14.79126271,99.14624813,33.64350729,89.97645417,4.828136042,560.12,5349.74,5890.08
1/21/2013,NO 15/9-F-12 H,24,224.907937,102.2786653,191.8131906,14.54674063,99.16701167,33.9990525,88.14918708,4.978744375,559.35,4651.24,4713.23
1/22/2013,NO 15/9-F-12 H,24,232.1782939,101.6832092,198.930835,14.58697042,99.17129521,33.71807063,89.05274979,4.949044167,563.12,5130.30,5295.80
1/23/2013,NO 15/9-F-12 H,24,243.1557873,101.0314448,209.6401458,14.77888708,99.213205,33.55048625,90.56452563,4.763515833,564.84,4995.12,5037.52
1/24/2013,NO 15/9-F-12 H,24,245.7595305,100.9106394,212.2641879,14.89181479,99.26793396,33.48638458,90.95869,4.701830208,565.66,4803.73,4861.01
1/25/2013,NO 15/9-F-12 H,24,232.1203128,101.7588372,198.4264501,14.57823833,99.28722479,33.89442854,89.17447521,5.127273958,565.62,5025.15,5095.22
1/26/2013,NO 15/9-F-12 H,24,239.6495747,101.2463426,205.9053955,14.61778229,99.31481813,33.7124775,90.13393917,4.9252625,563.37,5048.57,5253.30
1/27/2013,NO 15/9-F-12 H,24,233.1255522,101.6669486,199.5033552,14.55749813,99.34115729,33.83363396,89.27458583,5.028991667,562.36,5049.27,5265.74
1/28/2013,NO 15/9-F-12 H,24,226.4701084,102.1480469,193.1791313,14.52722083,99.29999771,33.89493667,88.36923417,5.094218542,563.29,5193.88,5231.24
1/29/2013,NO 15/9-F-12 H,24,239.1756367,101.2672107,205.4950567,14.60517521,99.30277292,33.70236563,90.05195979,4.895338125,562.1,5163.79,5284.42
1/30/2013,NO 15/9-F-12 H,24,223.3621906,102.3775536,190.3492904,14.43998313,99.31615458,33.86214333,87.865205,5.041595,559.92,5168.39,5314.77
1/31/2013,NO 15/9-F-12 H,24,247.2243524,100.8479628,213.8225137,14.72207479,99.29319625,33.42067854,91.16730208,4.614253333,561.57,5170.73,5229.21
2/1/2013,NO 15/9-F-12 H,24,246.0958771,100.896989,212.6089058,14.73868271,99.28751354,33.47750833,91.00420063,4.669665625,558.2,5086.06,5025.33
2/2/2013,NO 15/9-F-12 H,24,244.8502736,100.9430083,211.3694638,14.53444958,99.29221792,33.48665167,90.79908979,4.692947917,551.43,5073.98,4961.58
2/3/2013,NO 15/9-F-12 H,24,239.867661,101.1918035,206.4010294,14.53490375,99.30205271,33.58157792,90.06994979,4.776076667,552.28,5050.30,4943.40
2/4/2013,NO 15/9-F-12 H,24,239.1550491,101.2477993,205.6163134,14.46335063,99.28426188,33.64158063,90.00397458,4.827259375,552.26,5046.83,4955.27
2/5/2013,NO 15/9-F-12 H,24,240.6592352,101.1593152,207.1085652,14.55241875,99.31963896,33.60411979,90.20236771,4.779117708,549.5,5046.12,4962.55
2/6/2013,NO 15/9-F-12 H,24,245.3761195,100.9098733,211.9540025,14.46418438,99.33512125,33.43880167,90.85340396,4.643945833,543,5045.00,5827.64
2/7/2013,NO 15/9-F-12 H,24,245.3732813,100.9149226,211.9052869,14.55759917,99.34471583,33.46066417,90.86928688,4.663746042,563.9,5010.00,6532.00
2/8/2013,NO 15/9-F-12 H,24,247.0948853,100.8546712,213.5955327,14.71190958,99.36659333,33.45415083,91.17316333,4.659292917,548.96,5011.00,6626.00
2/9/2013,NO 15/9-F-12 H,24,243.8761797,101.1686701,210.7252734,14.66602383,97.29574917,33.74130872,90.73010638,4.958890213,546.69,4596.00,5388.00
2/10/2013,NO 15/9-F-12 H,24,232.524546,101.7504206,198.6816788,14.43758667,99.37218688,33.93422333,89.25612917,5.15095375,542.25,4355.00,4542.00
2/11/2013,NO 15/9-F-12 H,24,232.975654,101.7039255,199.1932632,14.38203104,99.36705979,33.89350521,89.29638875,5.115017708,541.39,4361.00,4526.00
2/12/2013,NO 15/9-F-12 H,24,241.4263355,101.1443463,207.6443781,14.49127042,99.36461021,33.67589375,90.38334042,4.899589375,539.54,5266.61,5832.75
2/13/2013,NO 15/9-F-12 H,24,235.5123346,101.5349161,201.6451527,14.40202872,99.34165667,33.86002532,89.63168638,5.100142979,537.04,5437.00,6314.00
2/14/2013,NO 15/9-F-12 H,24,229.9591949,101.9369669,197.0745067,14.26539362,97.03410354,34.03383149,88.66326787,5.261295745,531.32,5418.10,6277.46
2/15/2013,NO 15/9-F-12 H,24,240.1685469,101.3444685,207.108397,14.44037468,97.06007167,33.82581851,90.14012787,5.039433617,534.51,4469.30,4663.30
2/16/2013,NO 15/9-F-12 H,24,241.1715465,101.236764,207.099237,14.52188813,99.144685,33.87276979,90.44280896,5.10609625,540.85,4356.91,4666.70
2/17/2013,NO 15/9-F-12 H,24,237.70513,101.4878257,204.5615557,14.47377319,97.09898646,33.92727234,89.80996404,5.158222553,537.73,4360.00,4648.00
2/18/2013,NO 15/9-F-12 H,24,239.0997982,101.281976,205.4366929,14.46479854,99.16462479,33.72549854,90.05321583,4.93472375,542.5,5337.62,5385.51
2/19/2013,NO 15/9-F-12 H,24,243.1131353,101.0831961,209.3775711,14.41885104,99.14268667,33.69866646,90.62824688,4.816339792,536.32,5742.13,5851.46
2/20/2013,NO 15/9-F-12 H,24,236.3382263,102.0785543,200.8750188,14.32289729,99.14537583,34.9923625,90.05826271,4.691573958,511.74,5670.65,5724.46
2/21/2013,NO 15/9-F-12 H,24,243.0545353,101.158363,208.9475226,14.48179125,99.16277667,33.90347208,90.70954646,4.897435833,537.55,4793.88,4880.45
2/22/2013,NO 15/9-F-12 H,24,244.8861773,101.2482636,210.2037128,14.54235813,99.16920771,34.23651521,91.02547021,4.512365833,506.01,4426.89,4422.00
2/23/2013,NO 15/9-F-12 H,24,244.1790576,101.0394074,209.8201729,14.49534104,100,33.78237083,90.85363729,4.833922917,531.09,4407.11,4440.78
2/24/2013,NO 15/9-F-12 H,24,246.9151083,100.9368149,213.1462557,14.52184188,99.16028271,33.672445,91.22857813,4.684792292,528.33,4431.21,4490.82
2/25/2013,NO 15/9-F-12 H,24,247.2518072,100.8784138,213.6968359,14.54934479,99.16459938,33.52780438,91.25765854,4.752056458,532.29,4440.38,4491.39
2/26/2013,NO 15/9-F-12 H,24,248.0014113,100.8302567,214.6257663,14.57882896,99.19657104,33.41998979,91.32652313,4.649594167,532.86,5216.91,5337.34
2/27/2013,NO 15/9-F-12 H,24,248.205497,100.8203024,214.8624232,14.49998833,99.2049925,33.39967438,91.35117,4.629402292,529.4,5804.00,6041.01
2/28/2013,NO 15/9-F-12 H,24,247.4715626,100.8483056,214.0659261,14.39954521,99.19758208,33.43821292,91.23909083,4.669048958,528.44,5641.78,6041.27
3/1/2013,NO 15/9-F-12 H,24,246.1702203,100.9023223,212.6888844,14.34976854,99.18367021,33.49318458,91.03759708,4.717015625,523.93,3526.32,3844.15
3/2/2013,NO 15/9-F-12 H,24,245.6660429,100.9216221,212.1733649,14.29647646,99.19149896,33.50303896,90.95530979,4.725817083,526.2,5786.30,5729.60
3/3/2013,NO 15/9-F-12 H,24,242.4635299,101.081219,208.8561409,14.34743896,99.18564979,33.61351813,90.49956667,4.838436042,524.24,5850.68,5833.11
3/4/2013,NO 15/9-F-12 H,24,237.4639279,101.4190404,203.6103121,14.37889646,99.17352063,33.85239292,89.89056896,5.068930833,525.94,5729.54,5805.44
3/5/2013,NO 15/9-F-12 H,24,242.5408578,101.1597965,208.4822993,14.39862896,99.16009771,33.84377292,90.63584833,5.052070417,526.49,5051.00,4864.80
3/6/2013,NO 15/9-F-12 H,24,234.3229051,101.6536423,200.4451012,14.21619208,99.15072375,33.98708833,89.50516063,5.1152225,517.94,5100.03,5064.91
3/7/2013,NO 15/9-F-12 H,2.35833,247.173321,100.6360665,212.8662517,14.08942377,11.11458792,32.7282422,88.38651477,5.550070621,67.35,342.67,392.31
3/10/2013,NO 15/9-F-12 H,8.5,249.3264368,101.6656811,209.1856326,10.80841074,27.57766875,30.7590506,85.52420628,1.859443672,96.01,1378.15,1515.89
3/11/2013,NO 15/9-F-12 H,15.19167,253.9726947,100.4831148,222.002534,12.85067126,63.56423063,32.62290683,88.60144207,4.011738294,246.39,3448.90,3561.40
3/25/2013,NO 15/9-F-12 H,12.86,244.3438892,104.2629368,194.8012857,9.62291,25.59913333,32.35106,86.29436,3.13966,136.81,2545.00,2791.00
3/26/2013,NO 15/9-F-12 H,24,249.3685526,100.6097205,218.2945493,12.13581766,97.36508563,32.16030617,89.26596085,3.35874617,493.48,5950.50,5759.70
3/27/2013,NO 15/9-F-12 H,24,248.9646133,100.6710181,216.9539671,13.51338188,99.44125125,32.55362917,90.31842958,3.686843542,514.75,5920.40,6214.20
3/28/2013,NO 15/9-F-12 H,13.85833,250.6882579,101.9251559,212.7825678,13.96595672,57.74551875,33.17807625,90.58402966,4.19026751,256.61,3260.14,3729.70
3/29/2013,NO 15/9-F-12 H,16,252.0744266,102.1239385,217.3704016,13.20141835,58.26409625,32.74945411,89.6300651,3.887293777,275.05,5073.98,4947.32
3/30/2013,NO 15/9-F-12 H,24,247.6289469,100.9267143,215.7078969,14.1888117,97.087065,32.96355745,90.62125362,4.049530638,540.13,6054.90,5985.52
3/31/2013,NO 15/9-F-12 H,23,247.818753,100.8721772,223.7647895,14.60670727,97.00521761,33.21064545,90.86221205,4.271237045,534.49,5673.00,5803.00
4/1/2013,NO 15/9-F-12 H,21.525,243.6090242,100.938344,218.7108929,14.72200731,90.94534938,33.28030928,90.98611047,4.380093194,495.04,3947.62,3988.70
4/5/2013,NO 15/9-F-12 H,7.33333,246.6073232,103.602387,205.2245911,8.582321199,23.66774521,35.88623188,75.56871016,7.483453832,64.24,2169.32,2599.13
4/10/2013,NO 15/9-F-12 H,6.30833,244.5405099,104.0269945,200.7668117,6.696695237,19.02242563,37.23021945,68.62639361,7.362186377,123.56,938.82,1261.59
4/11/2013,NO 15/9-F-12 H,24,234.8115901,101.3781281,202.47577,12.69467958,99.38330729,33.15799292,88.65041958,4.213527292,553.61,5910.10,5803.49
4/12/2013,NO 15/9-F-12 H,24,263.7109205,103.0983148,228.118427,10.56550688,99.39027979,25.84267083,89.89885208,5.350231458,571.67,5875.63,6119.41
4/13/2013,NO 15/9-F-12 H,24,243.7824144,101.0652164,209.7997602,14.74429958,99.40589729,33.756445,90.76429042,4.816166042,591,6045.37,6089.92
4/14/2013,NO 15/9-F-12 H,24,230.7589028,102.006214,196.421707,14.77642021,99.47713604,34.24667958,89.15164521,5.292453125,605.94,6042.45,6133.31
4/15/2013,NO 15/9-F-12 H,23.99907,229.4873954,102.1409701,195.0199986,15.00549602,99.53649042,34.33920171,89.01725029,5.354086038,608.46,4661.54,4696.63
4/16/2013,NO 15/9-F-12 H,22.3,241.6673925,101.0575487,214.9311138,14.90777433,84.44676521,34.56224469,88.70423659,5.790955203,490.43,3861.81,4101.89
4/17/2013,NO 15/9-F-12 H,24,231.1849191,102.1179896,196.1446307,15.06658458,99.64141208,34.44071458,89.25034,5.599573958,618.44,4180.80,4217.60
4/18/2013,NO 15/9-F-12 H,24,232.4051245,101.957263,197.5555626,15.08482479,99.71871229,34.31336396,89.39745604,5.456179167,616.69,5387.28,5518.45
4/19/2013,NO 15/9-F-12 H,24,244.2675253,101.1353812,209.5276607,15.13099104,99.74741813,34.01140417,90.98188708,5.177869167,610.48,5966.51,6087.25
4/20/2013,NO 15/9-F-12 H,24,237.6801417,101.6363471,202.4970181,15.26541875,99.75088208,34.30889896,90.09526167,5.492457292,612.61,6040.00,6057.04
4/21/2013,NO 15/9-F-12 H,24,234.3261264,101.9412347,198.9460599,15.15554354,99.74908771,34.46817958,89.66399417,5.650422292,607.86,5980.70,6146.90
4/22/2013,NO 15/9-F-12 H,24,231.0696216,102.1175847,195.999578,15.18336229,99.798715,34.42976292,89.24969188,5.551269792,601.26,5970.04,6172.64
4/23/2013,NO 15/9-F-12 H,24,239.0146322,101.5121713,203.9231762,15.20717333,99.84617438,34.24502646,90.27518375,5.333219792,594.46,5908.23,6277.21
4/24/2013,NO 15/9-F-12 H,24,243.3158586,101.261194,208.1875527,15.30711438,99.84434771,34.18459854,90.88385521,5.330856875,583.12,4380.14,4576.08
4/25/2013,NO 15/9-F-12 H,24,241.1167262,101.4258489,205.841584,15.25791125,99.82645771,34.27986646,90.57560688,5.437697917,574.94,4339.50,4496.31
4/26/2013,NO 15/9-F-12 H,24,247.5426945,100.9719317,213.0724327,15.31874646,99.587375,33.91379292,91.49883333,5.062422292,568.09,4977.61,3690.03
4/27/2013,NO 15/9-F-12 H,24,246.933154,100.9659613,212.4893431,15.17716854,99.72724146,33.85910063,91.36987625,5.025921667,563.28,5538.43,4808.68
4/28/2013,NO 15/9-F-12 H,24,228.9305366,102.2076675,194.1917195,15.08481833,99.80922563,34.32801979,88.94889729,5.491899792,569.74,4627.27,5115.68
4/29/2013,NO 15/9-F-12 H,24,237.1435561,101.5388078,202.4852669,15.05039958,99.79385646,34.081265,89.96817854,5.245805208,548.64,3502.92,5286.48
4/30/2013,NO 15/9-F-12 H,24,245.9003927,100.9757274,211.5786303,15.015025,99.7637,33.78498896,91.16160688,4.979311875,577.78,4752.00,6711.00
5/1/2013,NO 15/9-F-12 H,24,233.9180067,101.763037,199.3287441,14.98397813,99.75796479,34.12770479,89.54766208,5.327903958,565.69,5848.00,7717.00
5/2/2013,NO 15/9-F-12 H,24,245.3745197,101.0495868,210.787964,15.15050083,99.75942875,33.92055938,91.13118229,5.114194167,566.41,5806.00,7339.00
5/3/2013,NO 15/9-F-12 H,24,237.7853967,101.5583656,202.864761,15.05543729,99.77144854,34.18607333,90.08621,5.363139583,565.75,5629.00,6576.00
5/4/2013,NO 15/9-F-12 H,24,236.2633074,101.6960896,201.2295229,15.04083042,99.77531938,34.27292438,89.90024271,5.4370925,564.59,5046.00,5781.00
5/5/2013,NO 15/9-F-12 H,24,238.0647647,101.6244177,203.060691,15.10345188,99.35325771,34.33039688,90.13592708,5.50810125,566.61,5166.00,6127.00
